source_file,source_filename,processor,service_type,company_account,merchant_account,psp_reference,payment_method,record_date,dispute_date,dispute_date_timezone,dispute_end_date,dispute_end_date_timezone,dispute_amount,dispute_currency,dispute_amount_usd,fx_rate_used,scheme_code,reason_code,record_type,dispute_psp_reference,dispute_reason,risk_scoring,payment_date,payment_date_timezone,payment_amount,shopper_interaction,shopper_country,iban,bic,issuer_country,issuer_id,3d_directory_response,3d_authentication_response,cvc2_response,avs_response,dispute_auto_defended
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,NH6FXCZT3NNNWPG2,mc,2024-04-22,2024-04-22 02:01:38,BST,2024-06-01 02:01:38,BST,291.89,GBP,365.27,0.7991,mc,4837,NotificationOfChargeback,Z5HXMTHDNM5DP4G2,No Cardholder Authorisation,40,2024-02-10 18:40:10,GMT,291.89,Ecommerce,SG,,,CA,529918,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,V3M8JXPNDJPF7C53,mc,2024-04-22,2024-04-22 02:01:39,BST,2024-06-01 02:01:39,BST,73.95,USD,73.95,1.0,mc,4837,NotificationOfChargeback,CKF2TKVL73CCH4G2,No Cardholder Authorisation,85,2024-02-01 12:26:38,GMT,100.88,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,WNXZKBLS4LN95B53,mc,2024-04-22,2024-04-22 02:01:33,BST,2024-06-01 02:01:33,BST,106.56,GBP,133.35,0.7991,mc,4837,Chargeback,PMF2TKVL73CCH4G2,No Cardholder Authorisation,75,2024-02-01 11:15:14,GMT,145.36,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,NN72HQXHT3MGX632,mc,2024-04-22,2024-04-22 02:01:34,BST,2024-06-01 02:01:34,BST,63.94,GBP,80.02,0.7991,mc,4837,Chargeback,MNF2TKVL73CCH4G2,No Cardholder Authorisation,55,2024-02-01 11:08:39,GMT,87.22,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,C26M82RBFGDNQPB2,mc,2024-04-22,2024-04-22 02:01:35,BST,2024-06-01 02:01:35,BST,294.66,USD,294.66,1.0,mc,4837,Chargeback,BVGXMTHDNM5DP4G2,No Cardholder Authorisation,40,2024-02-01 01:29:57,GMT,401.96,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,ZZXCQRR2WWVDZB53,mc,2024-04-22,2024-04-21 01:46:03,BST,2024-05-31 01:46:03,BST,72.76,EUR,80.71,0.9015,mc,4837,Chargeback,RT3WF7ZK73CCH4G2,No Cardholder Authorisation,80,2024-01-05 09:25:19,GMT,72.76,Ecommerce,US,,,IN,526099,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,FJQ58V4W43PH2C52,mc,2024-04-22,2024-04-22 02:01:35,BST,2024-06-01 02:01:35,BST,104.15,USD,104.15,1.0,mc,4837,Chargeback,WNF2TKVL73CCH4G2,No Cardholder Authorisation,70,2024-02-01 10:24:26,GMT,142.08,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,GBJRDPQHQS87H953,mc,2024-04-22,2024-04-22 02:01:35,BST,2024-06-01 02:01:35,BST,59.43,GBP,74.37,0.7991,mc,4837,Chargeback,FMF2TKVL73CCH4G2,No Cardholder Authorisation,95,2024-02-01 11:28:05,GMT,81.07,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,QB84FFNC9PBHMC53,mc,2024-04-22,2024-04-21 01:46:03,BST,2024-05-31 01:46:03,BST,74.65,EUR,82.81,0.9015,mc,4837,Chargeback,ZV3WF7ZK73CCH4G2,No Cardholder Authorisation,80,2024-01-05 10:10:50,GMT,74.65,Ecommerce,US,,,IN,526099,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,X57NZ7HMFGDNQPB2,mc,2024-04-22,2024-04-22 02:01:36,BST,2024-06-01 02:01:36,BST,91.73,EUR,101.75,0.9015,mc,4837,Chargeback,R4HXMTHDNM5DP4G2,No Cardholder Authorisation,40,2024-02-10 18:59:30,GMT,91.73,Ecommerce,SG,,,CA,529918,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,HVM9VZW7BPBHMC53,mc,2024-04-22,2024-04-22 02:01:36,BST,2024-06-01 02:01:36,BST,72.99,USD,72.99,1.0,mc,4837,Chargeback,ZKF2TKVL73CCH4G2,No Cardholder Authorisation,95,2024-02-01 11:57:22,GMT,99.57,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,DPVHNZVS89PDPK52,mc,2024-04-22,2024-04-22 02:01:37,BST,2024-06-01 02:01:37,BST,123.29,GBP,154.29,0.7991,mc,4837,Chargeback,KLF2TKVL73CCH4G2,No Cardholder Authorisation,40,2024-02-01 01:17:32,GMT,168.18,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,R8F49W2B9QNTF232,mc,2024-04-22,2024-04-22 02:01:38,BST,2024-06-01 02:01:38,BST,59.43,EUR,65.92,0.9015,mc,4837,Chargeback,TLF2TKVL73CCH4G2,No Cardholder Authorisation,95,2024-02-01 12:08:01,GMT,81.07,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,NH6FXCZT3NNNWPG2,mc,2024-04-22,2024-04-22 02:01:38,BST,2024-06-01 02:01:38,BST,291.89,EUR,323.78,0.9015,mc,4837,Chargeback,Z5HXMTHDNM5DP4G2,No Cardholder Authorisation,40,2024-02-10 18:40:10,GMT,291.89,Ecommerce,SG,,,CA,529918,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_22.csv,dispute_report_2024_04_22.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,V3M8JXPNDJPF7C53,mc,2024-04-22,2024-04-22 02:01:39,BST,2024-06-01 02:01:39,BST,73.95,GBP,92.54,0.7991,mc,4837,Chargeback,CKF2TKVL73CCH4G2,No Cardholder Authorisation,85,2024-02-01 12:26:38,GMT,100.88,Ecommerce,SG,,,CA,523465,,,1,2,False
Adyen/TenMexMerEcom/dispute_report_2024_04_20.csv,dispute_report_2024_04_20.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,ZPCTGKC6RBHVM232,visa,2024-04-20,2024-04-20 16:03:58,BST,2024-05-08 16:03:58,BST,85.26,EUR,93.39,0.9129,visa,10.4,NotificationOfChargeback,TZP743MK73CCH4G2,Other Fraud-Card Absent Environment,50,2024-03-06 17:48:19,GMT,92.41,Ecommerce,BR,,,FR,497707,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_06_19.csv,dispute_report_2024_06_19.csv,Adyen,TenMexMerEcom,TenLifManLim,TenBR1,B6TGMLRJTBQH8GF6,mc,2024-06-19,2024-06-19 14:56:45,BST,2024-12-03 18:49:01,GMT,3416.72,USD,3416.72,1.0,mc,6,NotificationOfFraud,VML2W9RBRVWXVT32,Card Not Present Fraud,40,2024-06-03 18:49:01,BST,3416.72,Ecommerce,BR,,,BR,524474,C,Y,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_06_25.csv,dispute_report_2024_06_25.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,TZ8ZCD78J6GNBHF6,mc,2024-06-25,2024-06-25 09:03:27,BST,2024-08-04 09:03:27,BST,264.23,JPY,1.8,146.85,mc,4834,NotificationOfChargeback,CWH74N5GQM5DP4G2,Duplicate Processing,40,2024-06-11 17:27:17,BST,264.23,Ecommerce,US,,,US,539277,C,Y,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_06_25.csv,dispute_report_2024_06_25.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,TZ8ZCD78J6GNBHF6,mc,2024-06-25,2024-06-25 09:03:27,BST,2024-08-04 09:03:27,BST,264.23,EUR,288.9,0.9146,mc,4834,Chargeback,CWH74N5GQM5DP4G2,Duplicate Processing,40,2024-06-11 17:27:17,BST,264.23,Ecommerce,US,,,US,539277,C,Y,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_04_21.csv,dispute_report_2024_04_21.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,ZZXCQRR2WWVDZB53,mc,2024-04-21,2024-04-21 01:46:03,BST,2024-05-31 01:46:03,BST,72.76,GBP,96.38,0.7549,mc,4837,NotificationOfChargeback,RT3WF7ZK73CCH4G2,No Cardholder Authorisation,80,2024-01-05 09:25:19,GMT,72.76,Ecommerce,US,,,IN,526099,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_04_21.csv,dispute_report_2024_04_21.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,QB84FFNC9PBHMC53,mc,2024-04-21,2024-04-21 01:46:03,BST,2024-05-31 01:46:03,BST,74.65,USD,74.65,1.0,mc,4837,NotificationOfChargeback,ZV3WF7ZK73CCH4G2,No Cardholder Authorisation,80,2024-01-05 10:10:50,GMT,74.65,Ecommerce,US,,,IN,526099,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_07_03.csv,dispute_report_2024_07_03.csv,Adyen,TenMexMerEcom,TenLifManLim,TenBR2MOTO,XT69RXB2752B7F32,mc,2024-07-03,2024-06-04 09:16:39,BST,2024-07-14 09:16:39,BST,3110.52,EUR,3326.4,0.9351,mc,4834,Chargeback,DBNRZHPZ83CCH4G2,Duplicate Processing,80,2024-05-09 01:49:55,BST,3110.52,Moto,,,,BR,523431,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_05_13.csv,dispute_report_2024_05_13.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,MJZZ3WHCGR6Q4932,mc,2024-05-13,2024-05-13 01:31:31,BST,2024-06-22 01:31:31,BST,150.0,USD,150.0,1.0,mc,4853,NotificationOfChargeback,VC3JZ3PLPC8X3SG2,Cardholder dispute,25,2024-04-05 16:21:13,BST,150.0,Moto,,,,GB,537317,,,1,6,False
Adyen/TenMexMerEcom/dispute_report_2024_05_13.csv,dispute_report_2024_05_13.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,DKL49SVPJGZH8C52,mc,2024-05-13,2024-05-11 01:31:40,BST,2024-06-20 01:31:40,BST,396.9,GBP,517.47,0.767,mc,4837,Chargeback,VN37FVVJPC8X3SG2,No Cardholder Authorisation,0,2024-01-31 16:23:18,GMT,6727.35,Moto,,,,MX,521817,,,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_05_11.csv,dispute_report_2024_05_11.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,DKL49SVPJGZH8C52,mc,2024-05-11,2024-05-11 01:31:40,BST,2024-06-20 01:31:40,BST,396.9,JPY,2.8,141.8,mc,4837,NotificationOfChargeback,VN37FVVJPC8X3SG2,No Cardholder Authorisation,0,2024-01-31 16:23:18,GMT,6727.35,Moto,,,,MX,521817,,,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_12_09.csv,dispute_report_2024_12_09.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUSAMerMoto,PLDRZK5ST3JNLNF3,mc,2024-12-09,2024-12-09 05:01:42,GMT,2025-01-18 05:01:42,GMT,176.3,EUR,191.61,0.9201,mc,4837,NotificationOfChargeback,H59GF47SD4HJKBX3,No Cardholder Authorisation,0,2024-11-06 18:51:59,GMT,176.3,Moto,CO,,,US,515676,,,1,0,False
Adyen/TenMexMerEcom/dispute_report_2024_12_09.csv,dispute_report_2024_12_09.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUSAMerMoto,LCK6ZGQ9BPTKG3X3,mc,2024-12-09,2024-12-09 05:01:42,GMT,2025-01-18 05:01:42,GMT,176.3,GBP,221.51,0.7959,mc,4837,NotificationOfChargeback,R59GF47SD4HJKBX3,No Cardholder Authorisation,0,2024-11-06 18:20:43,GMT,176.3,Moto,CO,,,US,515676,,,1,0,False
Adyen/TenMexMerEcom/dispute_report_2024_12_09.csv,dispute_report_2024_12_09.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUSAMerMoto,PLDRZK5ST3JNLNF3,mc,2024-12-09,2024-12-09 05:01:42,GMT,2025-01-18 05:01:42,GMT,176.3,GBP,221.51,0.7959,mc,4837,Chargeback,H59GF47SD4HJKBX3,No Cardholder Authorisation,0,2024-11-06 18:51:59,GMT,176.3,Moto,CO,,,US,515676,,,1,0,False
Adyen/TenMexMerEcom/dispute_report_2024_12_09.csv,dispute_report_2024_12_09.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUSAMerMoto,LCK6ZGQ9BPTKG3X3,mc,2024-12-09,2024-12-09 05:01:42,GMT,2025-01-18 05:01:42,GMT,176.3,USD,176.3,1.0,mc,4837,Chargeback,R59GF47SD4HJKBX3,No Cardholder Authorisation,0,2024-11-06 18:20:43,GMT,176.3,Moto,CO,,,US,515676,,,1,0,False
Adyen/TenMexMerEcom/dispute_report_2024_05_10.csv,dispute_report_2024_05_10.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,DKL49SVPJGZH8C52,mc,2024-05-10,2024-05-10 19:11:28,BST,2024-07-31 16:23:18,BST,6727.35,JPY,47.61,141.29,mc,6,NotificationOfFraud,T6LFFD72R8TJGHH2,Card Not Present Fraud,0,2024-01-31 16:23:18,GMT,6727.35,Moto,,,,MX,521817,,,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_05_04.csv,dispute_report_2024_05_04.csv,Adyen,TenMexMerEcom,TenLifManLim,TenBR1,X2MD7CZ5W2L9JZW3,mc,2024-05-04,2024-05-04 10:17:03,BST,2024-06-13 10:17:03,BST,3468.06,USD,3468.06,1.0,mc,4860,NotificationOfChargeback,S3P4BGCTPVWXVT32,Credit not Processed,40,2024-04-23 11:59:40,BST,3468.06,Ecommerce,BR,,,BR,548083,Y,,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_10_09.csv,dispute_report_2024_10_09.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,J6PVJMTR93PBN3Z3,mc,2024-10-09,2024-10-04 16:08:53,BST,2024-11-13 16:08:53,GMT,1188.09,EUR,1265.95,0.9385,mc,4837,Chargeback,ZT2464T4CZGNTCX3,No Cardholder Authorisation,80,2024-09-23 18:54:22,BST,887.17,Moto,,,,BR,512215,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_12_31.csv,dispute_report_2024_12_31.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,HRJ5T5PSVSDWMXX3,visa,2024-12-31,2024-12-25 16:12:00,GMT,2025-01-12 16:12:00,GMT,1847.79,EUR,,,visa,13.7,Chargeback,XZN2F424RS4FB4Z3,Cancelled Merchandise/Services,40,2024-09-18 17:52:44,BST,1847.79,Moto,,,,CA,453825,,,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_12_25.csv,dispute_report_2024_12_25.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,HRJ5T5PSVSDWMXX3,visa,2024-12-25,2024-12-25 16:12:00,GMT,2025-01-12 16:12:00,GMT,1847.79,USD,1847.79,1.0,visa,13.7,NotificationOfChargeback,XZN2F424RS4FB4Z3,Cancelled Merchandise/Services,40,2024-09-18 17:52:44,BST,1847.79,Moto,,,,CA,453825,,,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_05_01.csv,dispute_report_2024_05_01.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,G9KW3225DKLH4FG2,mc,2024-05-01,2024-05-01 19:15:34,BST,2024-08-07 19:03:04,BST,646.5,USD,646.5,1.0,mc,6,NotificationOfFraud,ST69KHLW73CCH4G2,Card Not Present Fraud,75,2024-02-07 19:03:04,GMT,646.5,Ecommerce,MY,,,DE,540187,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_05_01.csv,dispute_report_2024_05_01.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,ML2KZJQQZRB99VB2,mc,2024-05-01,2024-05-01 19:15:36,BST,2024-08-07 18:45:47,BST,627.4,JPY,4.19,149.81,mc,6,NotificationOfFraud,BM9KH5732HQDPPH2,Card Not Present Fraud,50,2024-02-07 18:45:47,GMT,627.4,Ecommerce,MY,,,DE,540187,,,1,3,False
Adyen/TenMexMerEcom/dispute_report_2024_10_08.csv,dispute_report_2024_10_08.csv,Adyen,TenMexMerEcom,TenLifManLim,TenBR1,T7G4WJT28SVBXDF6,mc,2024-10-08,2024-10-08 09:34:32,BST,2024-11-17 09:34:32,GMT,7406.67,GBP,9581.72,0.773,mc,4860,NotificationOfChargeback,TPS6RX7BL34V9HZ3,Credit not Processed,50,2024-09-09 16:37:44,BST,7406.67,Ecommerce,BR,,,BR,522840,C,Y,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_12_27.csv,dispute_report_2024_12_27.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUK1_USD,QQX6KV6QF5GS7ZF3,mc,2024-12-27,2024-12-27 19:27:01,GMT,2025-05-17 08:22:27,BST,1758.58,JPY,12.07,145.72,mc,6,NotificationOfFraud,JCDHXG6NMBQ79RX3,Card Not Present Fraud,65,2024-11-17 08:22:27,GMT,1758.58,Ecommerce,US,,,US,521876,Y,,1,7,False
Adyen/TenMexMerEcom/dispute_report_2024_05_16.csv,dispute_report_2024_05_16.csv,Adyen,TenMexMerEcom,TenLifManLim,TenUKMoto,MJZZ3WHCGR6Q4932,mc,2024-05-16,2024-05-13 01:31:31,BST,2024-06-22 01:31:31,BST,150.0,USD,150.0,1.0,mc,4853,Chargeback,VC3JZ3PLPC8X3SG2,Cardholder dispute,25,2024-04-05 16:21:13,BST,150.0,Moto,,,,GB,537317,,,1,6,False
Adyen/TenUKMoto/dispute_report_2024_10_04.csv,dispute_report_2024_10_04.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,J6PVJMTR93PBN3Z3,mc,2024-10-04,10/04/2024 16:08:53,BST,11/13/2024 16:08:53,GMT,1188.09,USD,1188.09,1.0,mc,4837,NotificationOfChargeback,ZT2464T4CZGNTCX3,No Cardholder Authorisation,80,09/23/2024 18:54:22,BST,887.17,Moto,,,,BR,512215,,,1,3,False
Adyen/TenUKMoto/dispute_report_2024_07_19.csv,dispute_report_2024_07_19.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,XLWZF42WM3GZ2C32,visa,2024-07-19,07/19/2024 16:26:32,BST,08/06/2024 16:26:32,BST,1176.72,EUR,1261.9,0.9325,visa,12.6.1,NotificationOfChargeback,BW7524DBWMSKN3X3,Duplicate Processing,40,06/26/2024 01:25:22,BST,1176.72,Moto,,,,DO,473883,,,1,3,False
Adyen/TenUKMoto/dispute_report_2024_07_19.csv,dispute_report_2024_07_19.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,XLWZF42WM3GZ2C32,visa,2024-07-19,07/19/2024 16:26:32,BST,08/06/2024 16:26:32,BST,1176.72,JPY,8.19,143.65,visa,12.6.1,Chargeback,BW7524DBWMSKN3X3,Duplicate Processing,40,06/26/2024 01:25:22,BST,1176.72,Moto,,,,DO,473883,,,1,3,False
Adyen/TenUKMoto/dispute_report_2024_06_28.csv,dispute_report_2024_06_28.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,C36CSF4C296R8HG2,mc,2024-06-28,06/28/2024 06:31:38,BST,08/07/2024 06:31:38,BST,460.13,USD,460.13,1.0,mc,4853,NotificationOfChargeback,S7ZZQX44RC8X3SG2,Cardholder dispute,25,05/25/2024 00:10:11,BST,460.13,Moto,,,,US,515676,,,1,6,False
Adyen/TenUKMoto/dispute_report_2024_06_28.csv,dispute_report_2024_06_28.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,C36CSF4C296R8HG2,mc,2024-06-28,06/28/2024 06:31:38,BST,08/07/2024 06:31:38,BST,460.13,EUR,509.11,0.9038,mc,4853,Chargeback,S7ZZQX44RC8X3SG2,Cardholder dispute,25,05/25/2024 00:10:11,BST,460.13,Moto,,,,US,515676,,,1,6,False
Adyen/TenUKMoto/dispute_report_2024_11_18.csv,dispute_report_2024_11_18.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,S2WDR864BLSZ9ZX3,mc,2024-11-18,11/07/2024 16:07:25,GMT,12/17/2024 16:07:25,GMT,204.5,JPY,1.45,141.44,mc,4837,Chargeback,PBFLJVNGVXTWPHZ3,No Cardholder Authorisation,0,10/18/2024 10:27:08,BST,204.5,Moto,ZA,,,GB,545140,,,1,0,False
Adyen/TenUKMoto/dispute_report_2024_11_07.csv,dispute_report_2024_11_07.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,S2WDR864BLSZ9ZX3,mc,2024-11-07,11/07/2024 16:07:25,GMT,12/17/2024 16:07:25,GMT,204.5,JPY,1.44,141.77,mc,4837,NotificationOfChargeback,PBFLJVNGVXTWPHZ3,No Cardholder Authorisation,0,10/18/2024 10:27:08,BST,204.5,Moto,ZA,,,GB,545140,,,1,0,False
Adyen/TenUKMoto/dispute_report_2024_11_02.csv,dispute_report_2024_11_02.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,S2WDR864BLSZ9ZX3,mc,2024-11-02,11/02/2024 19:11:13,GMT,04/18/2025 10:27:08,BST,204.5,EUR,215.63,0.9484,mc,6,NotificationOfFraud,SS64HFC8ZQ69T8X3,Card Not Present Fraud,0,10/18/2024 10:27:08,BST,204.5,Moto,ZA,,,GB,545140,,,1,0,False
Adyen/TenUKMoto/dispute_report_2024_05_13.csv,dispute_report_2024_05_13.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,MJZZ3WHCGR6Q4932,mc,2024-05-13,05/13/2024 01:31:31,BST,06/22/2024 01:31:31,BST,150.0,EUR,165.95,0.9039,mc,4853,NotificationOfChargeback,VC3JZ3PLPC8X3SG2,Cardholder dispute,25,04/05/2024 16:21:13,BST,150.0,Moto,,,,GB,537317,,,1,6,False
Adyen/TenUKMoto/dispute_report_2024_05_13.csv,dispute_report_2024_05_13.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,DKL49SVPJGZH8C52,mc,2024-05-13,05/11/2024 01:31:40,BST,06/20/2024 01:31:40,BST,396.9,JPY,2.68,147.98,mc,4837,Chargeback,VN37FVVJPC8X3SG2,No Cardholder Authorisation,0,01/31/2024 16:23:18,GMT,6727.35,Moto,,,,MX,521817,,,1,7,False
Adyen/TenUKMoto/dispute_report_2024_05_11.csv,dispute_report_2024_05_11.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,DKL49SVPJGZH8C52,mc,2024-05-11,05/11/2024 01:31:40,BST,06/20/2024 01:31:40,BST,396.9,USD,396.9,1.0,mc,4837,NotificationOfChargeback,VN37FVVJPC8X3SG2,No Cardholder Authorisation,0,01/31/2024 16:23:18,GMT,6727.35,Moto,,,,MX,521817,,,1,7,False
Adyen/TenUKMoto/dispute_report_2024_05_10.csv,dispute_report_2024_05_10.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,DKL49SVPJGZH8C52,mc,2024-05-10,05/10/2024 19:11:28,BST,07/31/2024 16:23:18,BST,6727.35,JPY,47.61,141.29,mc,6,NotificationOfFraud,T6LFFD72R8TJGHH2,Card Not Present Fraud,0,01/31/2024 16:23:18,GMT,6727.35,Moto,,,,MX,521817,,,1,7,False
Adyen/TenUKMoto/dispute_report_2024_10_09.csv,dispute_report_2024_10_09.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,J6PVJMTR93PBN3Z3,mc,2024-10-09,10/04/2024 16:08:53,BST,11/13/2024 16:08:53,GMT,1188.09,JPY,8.16,145.64,mc,4837,Chargeback,ZT2464T4CZGNTCX3,No Cardholder Authorisation,80,09/23/2024 18:54:22,BST,887.17,Moto,,,,BR,512215,,,1,3,False
Adyen/TenUKMoto/dispute_report_2024_12_31.csv,dispute_report_2024_12_31.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,HRJ5T5PSVSDWMXX3,visa,2024-12-31,12/25/2024 16:12:00,GMT,01/12/2025 16:12:00,GMT,1847.79,EUR,,,visa,13.7,Chargeback,XZN2F424RS4FB4Z3,Cancelled Merchandise/Services,40,09/18/2024 17:52:44,BST,1847.79,Moto,,,,CA,453825,,,1,7,False
Adyen/TenUKMoto/dispute_report_2024_12_25.csv,dispute_report_2024_12_25.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,HRJ5T5PSVSDWMXX3,visa,2024-12-25,12/25/2024 16:12:00,GMT,01/12/2025 16:12:00,GMT,1847.79,JPY,12.93,142.92,visa,13.7,NotificationOfChargeback,XZN2F424RS4FB4Z3,Cancelled Merchandise/Services,40,09/18/2024 17:52:44,BST,1847.79,Moto,,,,CA,453825,,,1,7,False
Adyen/TenUKMoto/dispute_report_2024_05_16.csv,dispute_report_2024_05_16.csv,Adyen,TenUKMoto,TenLifManLim,TenUKMoto,MJZZ3WHCGR6Q4932,mc,2024-05-16,05/13/2024 01:31:31,BST,06/22/2024 01:31:31,BST,150.0,GBP,196.46,0.7635,mc,4853,Chargeback,VC3JZ3PLPC8X3SG2,Cardholder dispute,25,04/05/2024 16:21:13,BST,150.0,Moto,,,,GB,537317,,,1,6,False
Ingenico/TenUK1_USD/dispute_report_2024_03_09.json,dispute_report_2024_03_09.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FZL42GH89QNTF232,mc,2024-03-09,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,62.97,JPY,0.43,144.95,mc,4837,NotificationOfChargeback,HBJ6L93CXGQDPPH2,No Cardholder Authorisation,15,30-01-2024 18:34:03,GMT,84.76,Ecommerce,SG,,,AR,527572,,,3,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_09.json,dispute_report_2024_03_09.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FSR7DJCT352B7F32,mc,2024-03-09,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,378.63,USD,378.63,1.0,mc,4837,NotificationOfChargeback,RBJ6L93CXGQDPPH2,No Cardholder Authorisation,15,30-01-2024 18:41:06,GMT,509.63,Ecommerce,SG,,,AR,527572,,,3,3,False
