source_file,source_filename,processor,service_type,company_account,merchant_account,psp_reference,payment_method,record_date,dispute_date,dispute_date_timezone,dispute_end_date,dispute_end_date_timezone,dispute_amount,dispute_currency,dispute_amount_usd,fx_rate_used,scheme_code,reason_code,record_type,dispute_psp_reference,dispute_reason,risk_scoring,payment_date,payment_date_timezone,payment_amount,shopper_interaction,shopper_country,iban,bic,issuer_country,issuer_id,3d_directory_response,3d_authentication_response,cvc2_response,avs_response,dispute_auto_defended
Ingenico/TenUK1_USD/dispute_report_2024_03_09.json,dispute_report_2024_03_09.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,KJLFRCCB2R9CKB53,mc,2024-03-09,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,228.39,USD,228.39,1.0,mc,4837,NotificationOfChargeback,CCJ6L93CXGQDPPH2,No Cardholder Authorisation,85,30-01-2024 19:33:33,GMT,307.41,Ecommerce,SG,,,AR,527572,,,3,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_09.json,dispute_report_2024_03_09.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,NSV5772LWFNR8HG2,mc,2024-03-09,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,70.3,JPY,0.48,144.95,mc,4837,NotificationOfChargeback,W9J6L93CXGQDPPH2,No Cardholder Authorisation,55,30-01-2024 19:14:31,GMT,94.62,Ecommerce,SG,,,AR,527572,,,3,3,False
Ingenico/TenUK1_USD/dispute_report_2024_04_21.json,dispute_report_2024_04_21.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,ZZXCQRR2WWVDZB53,mc,2024-04-21,21-04-2024 01:46:03,BST,31-05-2024 01:46:03,BST,72.76,JPY,0.52,141.14,mc,4837,NotificationOfChargeback,RT3WF7ZK73CCH4G2,No Cardholder Authorisation,80,05-01-2024 09:25:19,GMT,72.76,Ecommerce,US,,,IN,526099,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_04_21.json,dispute_report_2024_04_21.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,QB84FFNC9PBHMC53,mc,2024-04-21,21-04-2024 01:46:03,BST,31-05-2024 01:46:03,BST,74.65,EUR,82.52,0.9046,mc,4837,NotificationOfChargeback,ZV3WF7ZK73CCH4G2,No Cardholder Authorisation,80,05-01-2024 10:10:50,GMT,74.65,Ecommerce,US,,,IN,526099,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_25.json,dispute_report_2024_03_25.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FRD6QDLQD2HSGHG2,mc,2024-03-25,25-03-2024 15:31:30,GMT,04-05-2024 15:31:30,BST,75.5,USD,75.5,1.0,mc,4837,NotificationOfChargeback,BT653KWTXGQDPPH2,No Cardholder Authorisation,45,12-02-2024 00:41:47,GMT,386.51,Ecommerce,MY,,,NL,510008,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_25.json,dispute_report_2024_03_25.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,VMHPM752FJPF7C53,mc,2024-03-25,25-03-2024 15:31:30,GMT,04-05-2024 15:31:30,BST,77.08,JPY,0.52,146.98,mc,4837,NotificationOfChargeback,QS653KWTXGQDPPH2,No Cardholder Authorisation,15,12-02-2024 00:08:59,GMT,394.63,Ecommerce,MY,,,NL,510008,,,1,0,False
Ingenico/TenUK1_USD/dispute_report_2024_03_25.json,dispute_report_2024_03_25.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,VFNDHF4T44LJ7XB2,mc,2024-03-25,25-03-2024 15:31:30,GMT,04-05-2024 15:31:30,BST,70.55,GBP,93.89,0.7514,mc,4837,NotificationOfChargeback,GS653KWTXGQDPPH2,No Cardholder Authorisation,15,12-02-2024 00:27:32,GMT,361.19,Ecommerce,MY,,,NL,510008,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_29.json,dispute_report_2024_03_29.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,WDQVRRLZ5KGTK2C2,mc,2024-03-29,29-03-2024 19:11:13,GMT,03-09-2024 21:45:19,BST,112.2,GBP,145.68,0.7702,mc,6,NotificationOfFraud,HHVCFFNMMM5DP4G2,Card Not Present Fraud,90,03-03-2024 21:45:19,GMT,112.2,Ecommerce,MY,,,FR,513668,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_29.json,dispute_report_2024_03_29.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,DNSLMWCKNJZWJ753,mc,2024-03-29,29-03-2024 19:11:19,GMT,03-09-2024 21:36:12,BST,103.24,EUR,112.88,0.9146,mc,6,NotificationOfFraud,QZ6DHRMZXGQDPPH2,Card Not Present Fraud,90,03-03-2024 21:36:12,GMT,103.24,Ecommerce,MY,,,FR,513668,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_29.json,dispute_report_2024_03_29.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,J3FGJRJ98F38P953,mc,2024-03-29,29-03-2024 19:11:23,GMT,03-09-2024 21:39:42,BST,112.65,JPY,0.79,142.09,mc,6,NotificationOfFraud,HSH9GFNMMM5DP4G2,Card Not Present Fraud,75,03-03-2024 21:39:42,GMT,112.65,Ecommerce,MY,,,FR,513668,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_28.json,dispute_report_2024_03_28.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FBZPNB4VD2HSGHG2,visa,2024-03-28,26-03-2024 16:15:36,GMT,13-04-2024 16:15:36,BST,129.53,USD,129.53,1.0,visa,10.4,Chargeback,M7T55ZTJMM5DP4G2,Other Fraud-Card Absent Environment,85,15-02-2024 22:19:38,GMT,160.62,Ecommerce,CR,,,MY,462888,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_28.json,dispute_report_2024_03_28.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,Q6CPSVN8DKXMMM52,visa,2024-03-28,26-03-2024 16:15:36,GMT,13-04-2024 16:15:36,BST,117.47,USD,117.47,1.0,visa,10.4,Chargeback,C9T55ZTJMM5DP4G2,Other Fraud-Card Absent Environment,15,15-02-2024 19:25:45,GMT,145.67,Ecommerce,CR,,,MY,462888,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_28.json,dispute_report_2024_03_28.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,S3GGTQF4XFNR8HG2,visa,2024-03-28,26-03-2024 16:15:36,GMT,13-04-2024 16:15:36,BST,117.16,JPY,0.81,144.35,visa,10.4,Chargeback,W7T55ZTJMM5DP4G2,Other Fraud-Card Absent Environment,85,15-02-2024 21:05:51,GMT,145.28,Ecommerce,CR,,,MY,462888,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_28.json,dispute_report_2024_03_28.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,CDXMPCD4XFNR8HG2,visa,2024-03-28,26-03-2024 16:15:36,GMT,13-04-2024 16:15:36,BST,129.53,EUR,142.25,0.9106,visa,10.4,Chargeback,R8T55ZTJMM5DP4G2,Other Fraud-Card Absent Environment,30,15-02-2024 19:45:40,GMT,160.62,Ecommerce,CR,,,MY,462888,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_28.json,dispute_report_2024_03_28.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,X9X4J5G95LN95B53,visa,2024-03-28,26-03-2024 16:15:36,GMT,13-04-2024 16:15:36,BST,132.55,JPY,0.92,144.35,visa,10.4,Chargeback,H8T55ZTJMM5DP4G2,Other Fraud-Card Absent Environment,15,15-02-2024 19:17:18,GMT,164.37,Ecommerce,CR,,,MY,462888,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_05_01.json,dispute_report_2024_05_01.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,G9KW3225DKLH4FG2,mc,2024-05-01,01-05-2024 19:15:34,BST,07-08-2024 19:03:04,BST,646.5,JPY,4.32,149.81,mc,6,NotificationOfFraud,ST69KHLW73CCH4G2,Card Not Present Fraud,75,07-02-2024 19:03:04,GMT,646.5,Ecommerce,MY,,,DE,540187,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_05_01.json,dispute_report_2024_05_01.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,ML2KZJQQZRB99VB2,mc,2024-05-01,01-05-2024 19:15:36,BST,07-08-2024 18:45:47,BST,627.4,GBP,831.76,0.7543,mc,6,NotificationOfFraud,BM9KH5732HQDPPH2,Card Not Present Fraud,50,07-02-2024 18:45:47,GMT,627.4,Ecommerce,MY,,,DE,540187,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FZL42GH89QNTF232,mc,2024-03-12,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,62.97,GBP,81.48,0.7728,mc,4837,Chargeback,HBJ6L93CXGQDPPH2,No Cardholder Authorisation,15,30-01-2024 18:34:03,GMT,84.76,Ecommerce,SG,,,AR,527572,,,3,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,KJLFRCCB2R9CKB53,mc,2024-03-12,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,228.39,USD,228.39,1.0,mc,4837,Chargeback,CCJ6L93CXGQDPPH2,No Cardholder Authorisation,85,30-01-2024 19:33:33,GMT,307.41,Ecommerce,SG,,,AR,527572,,,3,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FSR7DJCT352B7F32,mc,2024-03-12,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,378.63,EUR,399.23,0.9484,mc,4837,Chargeback,RBJ6L93CXGQDPPH2,No Cardholder Authorisation,15,30-01-2024 18:41:06,GMT,509.63,Ecommerce,SG,,,AR,527572,,,3,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,NSV5772LWFNR8HG2,mc,2024-03-12,09-03-2024 01:31:11,GMT,18-04-2024 01:31:11,BST,70.3,USD,70.3,1.0,mc,4837,Chargeback,W9J6L93CXGQDPPH2,No Cardholder Authorisation,55,30-01-2024 19:14:31,GMT,94.62,Ecommerce,SG,,,AR,527572,,,3,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,WSJK6F83V3MGX632,mc,2024-03-12,11-03-2024 01:31:05,GMT,20-04-2024 01:31:05,BST,79.72,GBP,103.16,0.7728,mc,4837,Chargeback,NH3F7HTDXGQDPPH2,No Cardholder Authorisation,45,18-02-2024 12:03:03,GMT,79.72,Ecommerce,US,,,US,549112,,,1,7,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,ZRWSDZNGWZ5R8653,mc,2024-03-12,11-03-2024 01:31:05,GMT,20-04-2024 01:31:05,BST,81.23,USD,81.23,1.0,mc,4837,Chargeback,ZJ9465V2MM5DP4G2,No Cardholder Authorisation,0,18-02-2024 10:16:38,GMT,81.23,Ecommerce,US,,,US,549112,,,1,7,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,LL2FR2F4NJZWJ753,mc,2024-03-12,11-03-2024 01:31:05,GMT,20-04-2024 01:31:05,BST,79.72,USD,79.72,1.0,mc,4837,Chargeback,DJ9465V2MM5DP4G2,No Cardholder Authorisation,0,18-02-2024 10:38:05,GMT,79.72,Ecommerce,US,,,US,549112,,,1,7,False
Ingenico/TenUK1_USD/dispute_report_2024_03_12.json,dispute_report_2024_03_12.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,QKT4T45G452B7F32,mc,2024-03-12,11-03-2024 01:31:05,GMT,20-04-2024 01:31:05,BST,81.23,USD,81.23,1.0,mc,4837,Chargeback,KK9465V2MM5DP4G2,No Cardholder Authorisation,30,18-02-2024 11:40:22,GMT,81.23,Ecommerce,US,,,US,549112,,,1,7,False
Ingenico/TenUK1_USD/dispute_report_2024_04_20.json,dispute_report_2024_04_20.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,ZPCTGKC6RBHVM232,visa,2024-04-20,20-04-2024 16:03:58,BST,08-05-2024 16:03:58,BST,85.26,EUR,93.39,0.9129,visa,10.4,NotificationOfChargeback,TZP743MK73CCH4G2,Other Fraud-Card Absent Environment,50,06-03-2024 17:48:19,GMT,92.41,Ecommerce,BR,,,FR,497707,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_05_21.json,dispute_report_2024_05_21.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,JK2PCNSWFXNQ4932,mc,2024-05-21,21-05-2024 19:11:19,BST,23-08-2024 10:05:56,BST,89.85,USD,89.85,1.0,mc,6,NotificationOfFraud,RC33CQ5CPM5DP4G2,Card Not Present Fraud,15,23-02-2024 10:05:56,GMT,89.85,Ecommerce,US,,,MY,552115,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_15.json,dispute_report_2024_03_15.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,X235R32Z6HBLX453,mc,2024-03-15,15-03-2024 12:45:49,GMT,24-04-2024 12:45:49,BST,86.3,GBP,111.33,0.7752,mc,4837.0,NotificationOfChargeback,XRFMTMTJXGQDPPH2,No Cardholder Authorisation,50,22-02-2024 22:05:26,GMT,114.84,Ecommerce,MY,,,BD,530218,,,1,0,False
Ingenico/TenUK1_USD/dispute_report_2024_03_15.json,dispute_report_2024_03_15.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,X235R32Z6HBLX453,mc,2024-03-15,15-03-2024 12:45:49,GMT,24-04-2024 12:45:49,BST,86.3,EUR,91.25,0.9458,mc,4837.0,Chargeback,XRFMTMTJXGQDPPH2,No Cardholder Authorisation,50,22-02-2024 22:05:26,GMT,114.84,Ecommerce,MY,,,BD,530218,,,1,0,False
Ingenico/TenUK1_USD/dispute_report_2024_03_15.json,dispute_report_2024_03_15.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,R966C7NPD2TXZP52,visa,2024-03-15,15-03-2024 16:16:13,GMT,14-08-2024 21:39:38,BST,62.65,EUR,66.24,0.9458,visa,6.0,NotificationOfFraud,VXZVDBZJXGQDPPH2,Fraudulent Use of Account Number,75,14-02-2024 21:39:38,GMT,306.62,Ecommerce,ES,,,SG,411911,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_03_15.json,dispute_report_2024_03_15.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FNLDZSNZ3NNNWPG2,visa,2024-03-15,15-03-2024 16:16:29,GMT,14-08-2024 21:35:46,BST,64.11,EUR,67.78,0.9458,visa,6.0,NotificationOfFraud,XD3CKNDF63CCH4G2,Fraudulent Use of Account Number,50,14-02-2024 21:35:46,GMT,313.79,Ecommerce,ES,,,SG,411911,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,XG762628T27PXPB2,mc,2024-02-02,02-02-2024 01:46:01,GMT,13-03-2024 01:46:01,GMT,134.41,JPY,0.93,145.2,mc,4837.0,NotificationOfChargeback,XKLTTVR6WGQDPPH2,No Cardholder Authorisation,40,04-01-2024 21:16:45,GMT,134.41,Ecommerce,US,,,US,527505,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FR2X83NDL35M6553,mc,2024-02-02,02-02-2024 05:46:12,GMT,13-03-2024 05:46:12,GMT,80.93,GBP,107.11,0.7556,mc,4837.0,NotificationOfChargeback,DR4R7GC353CCH4G2,No Cardholder Authorisation,0,11-01-2024 13:26:19,GMT,80.93,Ecommerce,US,,,US,510624,,,1,0,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,KNFF9RLMCKLH4FG2,mc,2024-02-02,02-02-2024 13:42:36,GMT,23-07-2024 20:16:10,BST,335.05,JPY,2.31,145.2,mc,6.0,NotificationOfFraud,FNDD829TKM5DP4G2,Card Not Present Fraud,85,23-01-2024 20:16:10,GMT,335.05,Ecommerce,MY,,,US,515676,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,ZHLDJJQS5HBLX453,mc,2024-02-02,02-02-2024 19:10:51,GMT,17-07-2024 22:11:00,BST,310.02,USD,310.02,1.0,mc,6.0,NotificationOfFraud,CTKVVGT353CCH4G2,Card Not Present Fraud,60,17-01-2024 22:11:00,GMT,310.02,Ecommerce,US,,,PH,534399,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,PL64HT6HVZ5R8653,mc,2024-02-02,02-02-2024 19:10:51,GMT,18-07-2024 17:55:20,BST,314.26,GBP,415.91,0.7556,mc,6.0,NotificationOfFraud,C5M5R4G7WGQDPPH2,Card Not Present Fraud,75,18-01-2024 17:55:20,GMT,314.26,Ecommerce,US,,,PH,534399,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,SX8R6SN2QS87H953,mc,2024-02-02,02-02-2024 19:10:51,GMT,17-07-2024 21:37:08,BST,374.94,GBP,496.21,0.7556,mc,6.0,NotificationOfFraud,D9PSPQGTKM5DP4G2,Card Not Present Fraud,30,17-01-2024 21:37:08,GMT,374.94,Ecommerce,US,,,PH,534399,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,NWLL4JPHJ7J83VB2,mc,2024-02-02,02-02-2024 19:10:56,GMT,23-07-2024 19:29:39,BST,419.49,JPY,2.89,145.2,mc,6.0,NotificationOfFraud,WCZ4WGT353CCH4G2,Card Not Present Fraud,95,23-01-2024 19:29:39,GMT,419.49,Ecommerce,MY,,,US,515676,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,C7T8VMT7S5FJBFG2,mc,2024-02-02,02-02-2024 19:10:56,GMT,17-07-2024 20:28:00,BST,305.05,JPY,2.1,145.2,mc,6.0,NotificationOfFraud,KGFLR4G7WGQDPPH2,Card Not Present Fraud,15,17-01-2024 20:28:00,GMT,305.05,Ecommerce,US,,,PH,534399,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,VQDF6KQDXCVPV832,mc,2024-02-02,02-02-2024 19:10:57,GMT,30-07-2024 11:37:19,BST,961.26,JPY,6.62,145.2,mc,6.0,NotificationOfFraud,CPRKWGT353CCH4G2,Card Not Present Fraud,55,30-01-2024 11:37:19,GMT,961.26,Ecommerce,US,,,US,515676,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,KK3MKVBMCLXRG653,mc,2024-02-02,02-02-2024 19:10:57,GMT,30-07-2024 11:45:04,BST,961.26,USD,961.26,1.0,mc,6.0,NotificationOfFraud,RNRKWGT353CCH4G2,Card Not Present Fraud,65,30-01-2024 11:45:04,GMT,961.26,Ecommerce,US,,,US,515676,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,KVCKJ9DBJ7J83VB2,mc,2024-02-02,02-02-2024 19:10:58,GMT,17-07-2024 20:48:22,BST,374.94,JPY,2.58,145.2,mc,6.0,NotificationOfFraud,VSRKWGT353CCH4G2,Card Not Present Fraud,15,17-01-2024 20:48:22,GMT,374.94,Ecommerce,US,,,PH,534399,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,B658GP34KNDKFXB2,mc,2024-02-02,02-02-2024 19:10:58,GMT,26-07-2024 16:26:59,BST,101.97,EUR,109.54,0.9309,mc,6.0,NotificationOfFraud,ZPRKWGT353CCH4G2,Card Not Present Fraud,15,26-01-2024 16:26:59,GMT,101.97,Ecommerce,SG,,,SG,526471,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,FBPSQHFS6F38P953,mc,2024-02-02,02-02-2024 19:10:58,GMT,18-07-2024 00:53:19,BST,330.65,USD,330.65,1.0,mc,6.0,NotificationOfFraud,TZRKWGT353CCH4G2,Card Not Present Fraud,75,18-01-2024 00:53:19,GMT,330.65,Ecommerce,US,,,PH,534399,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,HCLH7959T4JGFC53,mc,2024-02-02,02-02-2024 19:11:00,GMT,26-07-2024 16:52:42,BST,93.47,JPY,0.64,145.2,mc,6.0,NotificationOfFraud,R82QQQGTKM5DP4G2,Card Not Present Fraud,30,26-01-2024 16:52:42,GMT,93.47,Ecommerce,SG,,,SG,526471,,,1,0,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,CJ5SCP64MJZWJ753,mc,2024-02-02,02-02-2024 19:11:00,GMT,17-07-2024 22:58:09,BST,337.45,USD,337.45,1.0,mc,6.0,NotificationOfFraud,W4M2XGT353CCH4G2,Card Not Present Fraud,75,17-01-2024 22:58:09,GMT,337.45,Ecommerce,US,,,PH,534399,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,VPPZJMTRPBHVM232,mc,2024-02-02,02-02-2024 19:11:00,GMT,23-07-2024 19:09:59,BST,413.6,USD,413.6,1.0,mc,6.0,NotificationOfFraud,R5M2XGT353CCH4G2,Card Not Present Fraud,40,23-01-2024 19:09:59,GMT,413.6,Ecommerce,MY,,,US,515676,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,KSX2CQ6FS5FJBFG2,mc,2024-02-02,02-02-2024 19:11:01,GMT,23-07-2024 19:00:51,BST,343.52,JPY,2.37,145.2,mc,6.0,NotificationOfFraud,Z339XGT353CCH4G2,Card Not Present Fraud,40,23-01-2024 19:00:51,GMT,343.52,Ecommerce,MY,,,US,515676,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_02_02.json,dispute_report_2024_02_02.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,XG762628T27PXPB2,mc,2024-02-02,02-02-2024 01:46:01,GMT,13-03-2024 01:46:01,GMT,134.41,JPY,0.93,145.2,mc,4837.0,Chargeback,XKLTTVR6WGQDPPH2,No Cardholder Authorisation,40,04-01-2024 21:16:45,GMT,134.41,Ecommerce,US,,,US,527505,,,1,2,False
Ingenico/TenUK1_USD/dispute_report_2024_03_19.json,dispute_report_2024_03_19.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,HRZQ943HFHSFQ632,mc,2024-03-19,16-03-2024 01:31:34,GMT,25-04-2024 01:31:34,BST,43.8,GBP,55.38,0.7909,mc,4853,Chargeback,TD5JLZBKXGQDPPH2,Cardholder dispute,0,24-02-2024 13:20:47,GMT,43.8,Ecommerce,US,,,US,512230,,,1,7,False
Ingenico/TenUK1_USD/dispute_report_2024_03_19.json,dispute_report_2024_03_19.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,LS3GZ658V3MGX632,mc,2024-03-19,16-03-2024 09:32:52,GMT,25-04-2024 09:32:52,BST,129.19,JPY,0.86,149.61,mc,4853,Chargeback,WZHDJQ2G63CCH4G2,Cardholder dispute,0,23-02-2024 22:49:47,GMT,129.19,Ecommerce,US,,,US,521307,,,1,7,True
Ingenico/TenUK1_USD/dispute_report_2024_04_27.json,dispute_report_2024_04_27.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,RNDPJVX26KGTK2C2,mc,2024-04-27,27-04-2024 19:11:15,BST,05-09-2024 10:10:55,BST,407.11,EUR,437.71,0.9301,mc,6,NotificationOfFraud,TTVX7BMKNM5DP4G2,Card Not Present Fraud,75,05-03-2024 10:10:55,GMT,407.11,Ecommerce,MY,,,FR,528889,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_04_27.json,dispute_report_2024_04_27.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,HF94BF5V5LN95B53,mc,2024-04-27,27-04-2024 19:11:15,BST,05-09-2024 10:04:03,BST,381.78,GBP,505.74,0.7549,mc,6,NotificationOfFraud,ZTPRCNLWZGQDPPH2,Card Not Present Fraud,60,05-03-2024 10:04:03,GMT,381.78,Ecommerce,MY,,,FR,528889,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_04_27.json,dispute_report_2024_04_27.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,F9V2LLBC7HBLX453,mc,2024-04-27,27-04-2024 19:11:15,BST,05-09-2024 09:57:45,BST,418.44,USD,418.44,1.0,mc,6,NotificationOfFraud,RZGSD22S73CCH4G2,Card Not Present Fraud,35,05-03-2024 09:57:45,GMT,418.44,Ecommerce,MY,,,FR,528889,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_04_30.json,dispute_report_2024_04_30.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,G9KW3225DKLH4FG2,mc,2024-04-30,30-04-2024 01:31:42,BST,09-06-2024 01:31:42,BST,126.82,GBP,162.67,0.7796,mc,4837,NotificationOfChargeback,DJ37Q5NMNM5DP4G2,No Cardholder Authorisation,75,07-02-2024 19:03:04,GMT,646.5,Ecommerce,MY,,,DE,540187,,,1,3,False
Ingenico/TenUK1_USD/dispute_report_2024_04_30.json,dispute_report_2024_04_30.json,Ingenico,TenUK1_USD,TenLifManLim,TenUK1_USD,ML2KZJQQZRB99VB2,mc,2024-04-30,30-04-2024 01:31:42,BST,09-06-2024 01:31:42,BST,123.07,USD,123.07,1.0,mc,4837,NotificationOfChargeback,NJ37Q5NMNM5DP4G2,No Cardholder Authorisation,50,07-02-2024 18:45:47,GMT,627.4,Ecommerce,MY,,,DE,540187,,,1,3,False
